㞮	shutsu sui
舍	sha seki
舎	sha
舏	kyuu ku
舐	shi ji
舒	jo sho
舓	shi ji
舔	ten
舖	ho fu
舗	ho
舘	kan
舙	kuu ge
舚	ten
舛	sen shun
舜	shun
舝	katsu gechi
舞	bu mu
舟	shuu shu
舡	kou sen zen
舢	san
舨	han
舩	sen
航	kou
舫	hou
般	han ban hatsu
舮	ro
舲	rei ryou
舳	chiku jiku ju
舴	taku chaku saku shaku
舵	ta da
舶	haku
舷	ken gen
舸	ka
船	sen
舺	kou gyou
艀	fu
艃	ri
艄	sou shou
艅	yo
艆	rou
艇	tei
艋	mou myou
艎	kou ou
艏	shuu ou
艑	hen ben
艖	sa sha sai se
艘	sou
艙	sou
艚	sou zou
艜	tai
艟	dou tou shou
艠	tou
艢	shou
艣	ro
艤	gi
艦	kan
艧	waku
艨	mou bou
艪	ro
艫	ro
艭	sou
艮	kon
良	ryou
艱	kan ken
色	shoku shiki
艴	hotsu botsu futsu fuchi hai
艶	en
艷	en
艸	sou
艻	roku kyoku
艽	kyuu gu ki gi
艾	gai gei
艿	jou nyou ji ni
芀	shou jou
芁	kou
芃	hou bu fuu
芄	kan gan
芇	ben men ban man
芈	ba ma bi mi
芉	kai kan
芊	sen
芋	u
芍	shaku
芎	kyuu ku
芑	ki gi
芒	bou mou kou
芔	ki
芖	chi ji
芘	hi bi
芙	fu
芚	ton don chun
芛	i shun shutsu juchi itsu ichi
芝	shi
芟	san sen
芠	bun mon
芡	ken gen
芣	fuu bu fu
芤	kou ku
芥	kai ke
芦	ro
芧	cho sho jo yo
芨	kyuu kou
芩	kin gon ken gen gin
芪	ki gi shi ji chi
芫	gen gan
芬	fun
芭	ba ha
芮	zei nei zetsu nechi
芯	shin
芰	ki gi
花	ka
芲	kuwa ka
芳	hou
芴	butsu mochi kotsu kochi
芷	shi
芸	gei un kon gon
芹	kin
芺	ou you
芻	suu su shuu
芼	bou mou
芽	ga ge
芾	hi hai futsu fuchi
芿	jou nyou
苅	gai
苐	tei dai i
苑	en on utsu
苒	zen
苓	rei ryou
苔	tai
苕	chou jou shou
苗	byou myou
苙	ryuu kyuu
苚	you yu
苛	ka ga
苜	boku moku
苞	hou hyou
苟	kou ku
苠	bin min
苡	i shi wa
苢	i shi wa
苣	kyo go
苤	hi
若	jaku nyaku
苦	ku
苧	cho
苨	dei nai
苪	hei hyou
苫	sen
苭	you
苯	hon
英	ei
苳	tou
苴	so sho sa
苶	detsu nechi jou nyou
苷	kan kon
苹	hei hou hen
苺	mai bai
苻	fu ho bu
苽	ko
苾	hitsu bichi hetsu bitsu
茀	futsu buchi hotsu bochi hi
茁	satsu sechi kitsu kichi
茂	mo bou
范	han hon
茄	ka
茅	bou myou
茆	bou ryuu
茇	hatsu bachi hai futsu fuchi
茈	shi ji sai ju
茉	matsu batsu
茊	shi ji
茋	shi
茍	kyoku
茎	kei kou
茖	kaku
茗	mei bei myou
茘	ri rei ren
茛	kon ken
茜	sen
茝	sai sei shi
茞	shin
茟	itsu ichi wai e hitsu
茡	u
茢	retsu rechi rei
茣	go
茨	shi ji
茫	bou
茬	shi ji
茭	keki kyaku kou kyou gou
茮	shou jou nou
茯	fuku buku
茰	yu
茱	shu
茲	ji shi
茳	kou
茴	kai ui
茵	in
茶	cha sa ta
茷	hai bai hitsu hochi
茸	jou
茹	jo nyo
茺	shuu shu
茼	tou zu
茽	chuu jiyu
荀	jun shun
荂	ka ke fu ku
荃	sen son setsu sechi satsu
荄	kai
荅	tou
荆	kei kyou
荇	kou gyou
草	sou
荊	kei kyou
荍	kyou gyou shuu shu
荎	chi ji chitsu jichi tetsu dechi
荏	jin nin
荐	sen zen
荑	tei dai i
荒	kou
荓	hei
荔	ri rei ren
荕	kin
荖	hou rou
荗	shoku jiki
荘	sou shou
荰	to zu
荳	tou zu
荵	jin nin
荷	ka
荸	hotsu bochi
荻	teki
荼	to do ta
荽	i sui zui ni
荿	sei jou
莀	shin dou nou
莂	hetsu hechi
莄	kou kyou
莅	ri rei
莆	fu ho bu
莇	cho sho jo
莉	chi rei ri
莊	sou
莍	kyuu gu kiku giku
莎	sa sha
莒	kyo ko
莓	mai bai
莔	mou myou kitsu kochi tei kyou
莕	kou gyou
莖	kei
莘	shin
莙	kin gin kun un
莚	en
莛	tei jou
莜	teki juku chou jou
莝	sa
莞	kan
莟	kan gan
莠	yuu shuu
莢	kyou
莦	sou shou
莧	kan gen ken
莨	rou
莩	fu
莪	ga
莫	bo baku maku
莬	bun mon ban man ben men
莭	setsu sechi
莱	rai ri
莵	to
莽	bou mou
莾	mou
莿	shi seki shaku
菀	en on utsu uchi un
菁	sei shou
菅	kan ken
菇	ko ku
菉	ryoku roku
菊	kiku
菌	kin
菎	kon
菏	ka ga
菐	hoku boku
菑	shi sai
菓	ka
菔	hoku fuku
菖	shou
菘	suu shuu
菜	sai
菝	hatsu bachi
菟	to tsu zu
菠	ha
菨	shou
菩	hai bo
菪	tou
菫	kin
華	ka ke
菰	ko
菱	ryou
菲	hi
菴	an
菶	hou fu bo
菷	sou shuu shu
菸	en yo on
菹	sho sha
菻	rin
菼	tan
菽	shuku
萁	ki gi kai
萃	sui sai
萄	tou dou
萅	shun
萆	hi hei hatsu bachi
萇	chou
萊	rai ri
萋	sei sai shi
萌	hou bou
萍	hei
萎	i
萏	tan don
萑	kan gan sui
萓	gi
萕	sei zai
萛	kyuu ku
萠	hou bou
萩	shuu
萪	kuwa
萬	man
萯	fuu fu hai bai
萱	ken
萵	wa
萸	yu
萹	hen ben
萼	gaku
落	raku
葅	sho sha
葆	ho hou
葇	juu nyu
葈	shi
葉	you shou
葊	an
葍	fuku
葎	ritsu
葏	sen sei shou shin
葑	hou fu fuu
葒	kou gu
葖	totsu tochi
著	cho chaku jaku
葘	shi sai
葙	shou sou
葚	chin jin
葛	katsu kachi
葜	katsu
葠	shin sen
葡	ho bu
葢	gai kou kai
董	tou
葤	chuu juu
葥	sen zen
葦	i
葧	hotsu bochi botsu
葩	ha
葪	kei ki kai ke
葫	ko
葬	sou
葭	ka
葮	tan dan
葯	yaku aku teki
葰	sui sa se shun
葱	sou
葳	i
葴	shin kan gen ken
葵	ki gi
葶	tei jou chou
葷	gun kun
葸	sai shi
葹	shi
葺	shuu
葼	sou su
葽	you
蒁	shutsu jiuchi itsu ichi ritsu richi
蒂	tei tai
蒄	kan
蒋	shou sou
蒐	shuu
蒒	shi
蒓	jun shun
蒔	shi ji
蒕	un
蒖	shin
蒙	bou mou
蒜	san
蒞	ri rei
蒟	kon ku
蒡	hou bou byou
蒦	waku kuwaku kyaku kakuyaku
蒨	sen
蒩	so sho sha ja
蒪	haku hoku
蒭	suu su shuu
蒯	kai ke
蒱	ho bu
蒲	ho bu
蒴	saku
蒸	jou
蒹	ken
蒺	shitsu jichi shoku ji ki
蒻	jaku daku
蒼	sou
蒽	on
蒾	bei mei
蒿	kou
蓀	son
蓁	shin
蓂	mei myou beki
蓄	chiku kiku
蓆	seki
蓇	kotsu kochi
蓈	kou
蓉	you ou
蓊	ou
蓋	gai kou kai
蓌	sa sha sai sui
蓍	shi
蓏	ra
蓐	joku niku
蓑	sa sai
蓓	hai bai
蓖	hi hei
蓚	chou
蓜	hai
蓧	shou
蓪	tou tsu
蓬	hou
蓮	ren
蓯	sou su shou shu
蓰	shi
蓱	hei byou
蓲	kyuu ku shu u
蓴	shun jun
蓷	tai tsui sui
蓺	gei
蓻	shuu jou nyou kiku
蓼	ryou riku
蓽	hitsu hichi
蓿	shuku
蔀	hou bu
蔂	rui ra rai
蔃	kyou gou
蔆	ryou
蔇	kike
蔌	soku sou su
蔎	setsu sechi satsu
蔏	shou
蔐	teki
蔑	betsu
蔓	ban man
蔔	fuku hoku
蔕	tei tai
蔗	sho sha
蔘	shin san
蔚	utsu i
蔜	gou
蔞	rou ru ryuu ku gu
蔟	zoku sou
蔡	sai satsu
蔢	ha ba
蔣	shou sou
蔤	bitsu michi mitsu
蔥	sou
蔦	chou
蔧	sei zei sui
蔪	sen zen san
蔫	en on
蔬	so sho
蔭	in
蔯	chin jin
蔲	kou ku
蔳	sen
蔴	ma
蔵	zou
蔽	hei
蔿	i ka ke ga
蕀	kyoku
蕁	jin tan
蕃	ban han
蕆	ten
蕈	shin jin kin
蕉	shou
蕊	zui
蕋	zui
蕎	kyou gyou
蕏	cho
蕐	kuwa ka ke
蕑	kan gen
蕒	bai mei
蕓	un
蕕	yuu
蕖	kyo go
蕗	ro
蕘	jou
蕙	kei e
蕚	gaku
蕜	hi bi
蕝	setsu sechi sei sai
蕞	sai zai setsu sechi
蕟	hitsu hochi hii
蕠	jo nyo
蕡	fun bun han bon
蕢	kai ke ki gi
蕣	shun
蕤	zui ni sou shou sui
蕨	ketsu
蕩	tou
蕪	bu mu
蕫	tou tsu zu
蕭	shou
蕯	rou ru ryuu
蕰	un
蕳	kan
蕷	yo
蕹	you yu
蕺	shuu shou
蕻	kou ku
蕽	dou nu nou
蕾	rai
蕿	ken
薀	un
薁	iku au ou
薄	haku
薅	kou
薆	ai ki ke
薇	bi
薈	kai wai
薉	wai e
薊	kei
薋	shi
薌	kyou kou
薏	yoku oku i
薐	rou
薑	kyou kou
薓	shin
薔	shoku shou sou
薗	en
薘	tatsu dachi
薙	tei chi
薛	setsu sechi
薜	heki hei haku
薝	sen tan
薟	ren ken kon gen gon
薠	han bon
薢	kai ge ke
薤	kai kei
薥	shoku zoku choku chiku
薦	sen shin
薧	kou
薨	kou
薩	satsu sachi
薪	shin
薫	kun
薬	yaku
薭	hai
薮	sou su
薯	sho jo
薰	kun
薴	nou nyou
薶	bai mai ri
薷	ju nyu juu
薸	hyou byou
薹	tai dai
薺	sei zai
薼	chin jin
薽	shin ken
薾	shi ni dei nai
薿	gi gyoku goku
藁	kou
藂	sou
藇	sho jo yo
藉	sha seki jaku
藊	hen
藋	chou jou taku daku
藍	ran
藎	shin jin
藏	zou sou
藐	baku byou bou myaku
藕	guu gou gu
藘	ryo ro
藚	shoku zoku
藜	rei rai
藝	gei
藟	rui ra
藠	kyou gyou
藤	tou dou
藥	yaku
藦	ba ma
藨	hyou byou kyou hou
藩	han
藪	sou
藭	kyuu ku
藳	kou
藴	un on
藶	reki ryaku
藷	sho jo
藹	ai atsu
藺	rin
藻	sou
藼	ken
藾	rai
藿	kaku sui
蘀	taku jaku
蘂	zui
蘄	ki gi ke kin gon
蘅	kou gyou
蘆	ro
蘇	so su
蘊	un on
蘋	hin bin
蘍	kun
蘎	ki
蘏	kei
蘐	ken
蘑	ma
蘓	so su
蘖	getsu
蘗	haku byaku
蘘	jou nyou shou sou nou
蘙	ei
蘚	sen
蘛	iku yu
蘞	ren ken kon
蘡	ou you ei
蘢	rou ryou
蘧	ku gu kyo
蘩	han bon
蘭	ran
蘯	tou dou
蘶	gi
蘸	san
蘺	ri
蘼	bi mi
蘽	ryuu
蘿	ra
虀	sei sai
虁	ki gi
虂	ro ru
虆	rui ra
虈	kyou
虍	ko ku
虎	ko
虐	gyaku
虒	shi tei dai chi ji
虓	kou kyou
虔	ken
處	sho
虖	ko ku go kei kyou
虗	kyo ko
虘	sa za so zo
虙	fuku buku
虚	kyo ko
虛	kyo ko
虜	ryo
虝	ko
虞	gu
號	gou kou
虠	kou
虡	kyo go
虢	hou bou
虣	hou bou
虤	gan gen ken
虧	ki
虩	keki kyaku saku shaku
虫	chuu ki
虬	kyuu ku kyou gyou
虯	kyuu ku kyou gyou
虱	shitsu
虵	sha i ya
虶	u
虷	kan gan
虹	kou
虺	ki kai ke
虻	bou
蚈	ken
蚉	bun
蚊	bun
蚋	zei
蚌	hou bou
蚍	hi bi
蚑	ki gi ge
蚓	in
蚕	san ten
蚖	gen gan
蚘	kai yuu
蚚	ki ge kai gai
蚜	ka ke
蚡	fun bun
蚣	kou ku shou
蚤	sou
蚦	zen nen zan nan ten
蚧	kai
蚨	fu bu
蚩	shi
蚪	tou tsu
蚫	hou
蚭	ji ni
蚯	kyuu ku
蚰	yuu
蚱	saku shaku sa sha
蚳	chi ji shi tei tai
蚴	yuu yu
蚵	ka ga
蚶	kan
蚷	kyo go
蚸	reki ryaku seki shaku
蚹	fu bu hoku boku
蚿	ken gen
蛀	shu
蛁	chou
蛃	hei hyou hou
蛄	ko ku
蛅	zen nen sen
蛆	sho so
蛇	ja i da
蛉	rei ryou
蛋	tan
蛍	kei ei gyou
蛎	rei
蛑	bou mu mou
蛒	kaku kyaku raku
蛔	kai
蛕	kai gai
蛗	fuu bu
蛙	a wa
蛚	retsu rechi
蛛	shu chu
蛜	i
蛞	katsu
蛟	kou kyou
蛠	rei rai
蛣	kitsu kichi ketsu kechi kei
蛤	kou
蛥	setsu zechi
蛧	bou mou
蛩	kyou
蛬	kyou
蛭	shitsu chitsu
蛮	ban
蛸	sou shou
蛹	you
蛺	kyou kou gyou ryou
蛻	zei sei tai
蛼	sha
蛽	bai
蛾	ga gi
蜀	shoku zoku
蜂	hou
蜃	shin jin
蜄	shin
蜅	fu ho bu
蜆	ken gen
蜇	tetsu techi
蜈	go
蜉	fu
蜊	ri
蜋	rou ryou
蜍	sho jo yo
蜎	en ken gen
蜏	yuu yu shuu shu
蜐	kyou kou
蜑	tan
蜒	en tan
蜓	ten den tei jou
蜔	ten den
蜕	zei sei tai
蜖	kai
蜘	chi
蜙	shou shu sou su
蜚	hi
蜜	mitsu bitsu
蜞	ki gi
蜟	iku
蜡	sho wa ja seki shaku
蜣	kyou kou kyaku kaku
蜥	seki
蜨	shou sou
蜩	chou
蜮	yoku iki koku waku
蜯	hou bou byou
蜱	hi bi hyou byou
蜲	i
蜴	eki yaku seki
蜷	ken
蜹	zei
蜺	gei getsu gechi
蜻	sei
蜼	i yui rui
蜽	ryou
蜾	ka ra
蜿	en wan
蝀	tou tsu
蝃	tei tai setsu sechi
蝅	san
蝉	sen zen
蝋	rou
蝌	ka
蝍	soku shoku
蝎	katsu
蝓	yu
蝕	shoku
蝗	kou
蝘	en on
蝙	hen
蝝	en ken
蝟	i
蝠	fuku
蝡	zen ju nen nyu da
蝣	yuu ryuu yu
蝤	shuu ju you yo
蝥	bou mu meu bu
蝦	ka
蝨	shitsu
蝪	tou dou
蝮	fuku
蝯	en on
蝱	mou myou buu
蝲	ratsu rachi
蝴	ko
蝶	chou
蝸	ka ra
蝻	nan
蝿	you
螂	rou
螃	hou bou hyou
螄	shi
螅	shi shitsu
螆	shi
螇	kei gei
螈	gen gan
螉	o ou
螋	shuu
螌	han ban
融	yuu
螐	o u
螓	shin jin
螕	hei hi bi
螗	tou dou
螘	gi
螞	ba me
螟	mei myou bei
螠	i
螢	kei
螣	tou dou chin jin
螫	seki kaku
螬	sou zou shuu ju
螭	chi
螮	tei tai
螯	gou
螱	i
螳	tou
螵	hyou byou
螺	ra
螻	rou
螽	shuu
螾	in
螿	shou sou
蟀	shutsu shuchi
蟁	bun
蟄	chitsu chuu
蟆	ba ma baku
蟇	ba
蟈	kaku yoku iki
蟉	ryuu ru kyuu
蟊	bou mu
蟋	shitsu
蟐	tou dou jou
蟒	bou mou
蟕	sui shi
蟖	shi
蟙	shoku shiki
蟚	hou byou
蟜	kyou gyou
蟟	ryou
蟠	han bon ban
蟢	ki
蟣	ki ke ge
蟤	sen zen
蟪	kei e
蟫	in tan don
蟬	sen zen
蟭	shou shuu shu
蟯	gyou jou
蟱	bou mu bu
蟲	ki chuu
蟳	jin
蟶	tei
蟷	tou
蟸	rei ra ri rai
蟹	kai
蟺	sen zen tan dan
蟻	gi
蟾	sen
蟿	kei ki
蠁	kyou dou
蠃	ra ka
蠅	you
蠆	tai tatsu tachi
蠉	ken gen
蠊	ren
蠋	shoku doku zoku
蠍	katsu ketsu
蠎	bou mou
蠏	kai
蠐	sei zai shi ji
蠑	ei
蠒	ken
蠓	bou mu
蠔	kou gou
蠕	da zen ju
蠖	kaku waku
蠘	setsu zechi
蠙	hen ben hin bin
蠚	kaku chaku seki shaku
蠛	betsu mechi
蠜	han bon
蠞	setsu zechi
蠟	rou
蠡	rei rai ri
蠢	shun
蠣	rei
蠧	to
蠨	shou
蠭	hou
蠮	etsu echi
蠰	shou sou jou nyou
蠱	ko ya
蠲	ken kei ke
蠵	kei e i
蠶	san ten
蠹	to tsu
蠺	san
蠻	ban
蠼	kyaku kaku keki ku
血	ketsu
衁	kou
衂	jiku niku
衃	hai fuu fu
衄	jiku
衅	kin
衆	shuu shu
衈	ji ni
衉	kaku kyaku
衊	betsu mechi batsu machi
衋	kyoku koku
行	kou gyou an
衍	en
衎	kan
衑	rei ryou
衒	ken gen
術	jutsu
衕	tou zu
衖	kou
街	gai kai
衘	kan gan
衙	gyo go ga
衚	ko go
衛	ei e
衜	dou tou
衝	shou
衞	ei e
衟	dou tou
衠	shun
衡	kou
衢	ku
衣	i e
衦	kan
表	hyou
衩	sai sha sa
衫	san
衮	kon
衰	sa sui
衱	kyou kou gyou
衲	dou nou
衵	jitsu
衷	chuu
衹	ki gi shi tei tai
衻	zen nen den sen
衽	jin nin
衾	kin
衿	kin
袀	kin
袁	en on
袂	bei ketsu
袈	ka ke
袋	tai
袍	hou bou
袒	tan
袖	shuu
袗	shin
袘	i ta da
袙	ha batsu
袚	hatsu hachi hi
袛	tei tai shi
袜	batsu machi
袞	kon
袟	chitsu jichi
袠	chitsu jichi
袢	han
袤	bou
袨	ken gen
袪	kyo ko
被	hi
袮	ne
袱	fuku
袳	shi
袴	ko
袵	jin nin
袷	kou kyou
袺	ketsu kechi katsu
袽	jo nyo
袾	chu shu
袿	kei
裀	in
裁	sai
裂	retsu
装	sou shou
裈	kon
裊	jou nyou
裋	shu ju tan
裌	kou
裍	kon
裎	tei chou jou
裏	ri
裑	shin
裒	hou
裓	koku kai katsu kechi
裔	ei
裕	yuu yu
裘	kyuu
裙	kun
裛	youu ou you
補	ho
裝	sou shou
裞	sei tai ei zei
裟	sa sha
裡	ri
裧	sen tan
裨	hi bi
裪	tau dou
裯	chuu ju tou
裰	tatsu tachi
裱	hyou
裲	ryou
裳	shou
裴	hai hi be
裵	hai hi be
裷	en on ken kon
裸	ra
裹	ka
裼	seki tei
製	sei
裾	kyo
褁	seki shaku
褂	kai ke
褆	shi ji tei dai
複	fuku
褊	hen
褌	kon
褍	tan ta ton don
褎	shuu ju yuu yu
褏	yuu shuu juu yu
褐	katsu kachi
褒	hou
褓	ho hou
褕	yu you tou zu
褖	tan
褘	i kiku
褙	hai
褚	cho sha
褝	tan
褞	on un
褠	kou ku
褥	joku
褦	dai nai
褧	kei kyou
褨	sa ja
褪	tai ton
褫	chi
褰	ken kon
褱	kaie
褲	ko
褵	ri
褶	chou shuu shou
褸	rou ru
褹	gei nai nachi ne
褺	chou jou
褻	setsu
褾	hyou
襀	seki shaku
襁	kyou
襂	shin san sen
襃	hou
襄	jou shou
襆	hoku boku
襉	kan ken
襌	tan
襍	zatsu zou sou
襏	hatsu hachi futsu fuchi
襒	hetsu bechi
襕	ran
襖	ou
襗	taku daku jaku eki yaku
襚	sui zui
襛	jou nyu juu
襜	sen tan
襞	heki hyaku
襟	kin
襠	tou
襡	shoku zoku taku shu ju
襢	tan dan sen chin
襣	hi bi
襤	ran
襦	ju
襪	betsu batsu
襫	seki shaku
襭	ketsu
襮	haku hoku
襯	shin
襰	rai
襲	shuu juu
襳	sen shin san
襴	ran
襵	shou chou
襺	ken
襻	han
襼	gei
襽	ran
襾	aka eke
西	sei sai
要	you
覃	tan en
覆	fuku fuu
覇	ha haku
覈	kaku gyaku
覉	ki
覊	ki
見	ken
覌	kan
覍	hen
規	ki
覐	kaku
覓	beki
覔	eki myaku
覕	betsu mechi hin hetsu
視	shi
覗	shi
覘	ten
覙	ra ran ren
覚	kaku kou
覛	biki myaku baku
覜	chou
覟	shi
覠	kin kon
覡	geki keki
覥	ten
覦	yu
覧	ran
覩	to
親	shin
覬	ki
覯	kou
覰	so sho
覲	kin
観	kan
覴	tou chou
覵	kan ken hen en
覶	ra ran ren
覷	shu su sho
覸	kan ken hen en
覺	kaku kou
覼	ra ran ren
覽	ran
覿	teki
觀	kan
角	kaku roku koku
觔	kin
觕	so zo sou jou
觖	ketsu kechi ki kei
觗	shi
觘	sou shou
觚	ko
觜	shi sui
觝	tei
解	kai ge
觥	kou
触	shoku soku
觧	kai ge
觩	kyuu ku
觫	soku
觭	ki
觱	hitsu hichi utsu uchi
觳	koku goku kaku gaku
觴	shou
觶	shi
觸	shoku soku
觹	kei e sui ki
觽	kei e sui ki
觿	kei e sui ki
言	gen gon gin
訂	tei chou
訃	fu
訄	kyuu ku kou dou nou
訅	kyuu ku
訇	kou ken gen kin
計	kei kai
訊	jin shin shun
訌	kou
討	tou
訏	ku ko
訐	ketsu
訑	shi i ta tan dan
訒	jin nin
訓	kun kin
訔	gin gon
訕	san sen
訖	kitsu
託	taku
記	ki
訛	ka ga
訝	ga ge
訞	you
訟	shou ju
訠	shin
訢	kin kon ki gin gon
訣	ketsu kei
訤	kon da
訥	totsu dotsu
訦	shin jin
訪	hou
訫	shin
訬	sou shou myou
設	setsu sechi
訯	sa se
許	kyo ko
訳	yaku eki
訴	so
訵	chi
訶	ka
訷	shin
診	shin
註	chuu chu
証	shou sei
訽	kou ku
訾	shi ji sei sai so
詀	tan ten sen den
詁	ko
詃	ken
詅	rei ryou
詆	tei
詇	you ouu ei
詈	ri
詉	dou hyou da na do nu
詍	ei setsu sechi
詎	kyo go
詐	sa
詑	ta i
詒	tai
詓	kyo ko
詔	shou
評	hyou hei
詖	hi ha
詗	kyou chou kei
詘	kutsu kuchi chutsu chuchi totsu
詛	so sho
詜	tou
詝	cho
詞	shi ji
詠	ei
詡	ku
詢	jun shun
詣	kei gei
詥	kou
試	shi
詧	satsu sachi setsu sechi
詩	shi
詫	ta
詬	kou ku
詭	ki
詮	sen
詰	kitsu
話	wa kai
該	gai kai
詳	shou you
詵	shin sen
詶	shuu ju
詷	tou zu
詹	sen tan dan
詺	bii myou
詻	gaku gyaku ryaku raku
詼	kai ke
詾	kyou ku
詿	kai ke ka
誀	ji ni chi
誂	chou
誃	shi chi ji i
誄	rui
誅	chuu chu
誆	kyou gou
誇	ko ka
誉	yo
誋	ki gi kou
誌	shi
認	nin
誏	rou
誐	ga yoi
誑	kyou
誒	ki kai ai i
誓	sei zei
誕	tan
誖	hotsu bochi futsu fuchi
誗	ten den
誘	yuu
誙	kou gyou kei
誚	shou
語	go gyo
誟	kou
誠	sei jou
誡	kai
誣	fu bu
誤	go
誥	kou koku
誦	shou ju
誧	ho fu
誨	kai
誩	kei gyou kyou gou tan ton
說	setsu zei etsu
説	setsu zei etsu
読	toku tou doku
誯	shou
誰	sui
課	ka
誳	kutsu kochi
誶	sui zui sai shutsu juchi
誷	bou mou
誹	hi
誻	tou dou
誼	gi
誾	gin gon
調	chou
諂	ten
諃	chin
諄	jun shun
諆	ki gi
談	dan tan
諈	sui zui ni chi
諉	zui ni i
諊	kiku koku
請	sei shou shin
諌	kan
諍	sou shou
諏	shu sou su
諑	taku
諒	ryou
諓	sen zen en
諔	shuku seki jaku
諕	kou gou ka te
論	ron rin
諗	shin jou nyou
諚	jou
諛	yu
諜	chou
諝	sho
諞	hen
諟	shi ji tei tai
諠	ken
諡	shi
諢	kon gon
諤	gaku
諦	tei tai
諧	kai
諫	kan
諬	kei
諭	yu
諮	shi
諰	shi sai sha ai
諱	ki
諳	an on
諴	kan gen kon gan
諵	nan dan nen
諶	shin jin
諷	fuu
諸	sho
諺	gen
諼	ken
諾	daku
諿	shuu sho
謀	bou mu
謁	etsu
謂	i
謄	tou
謅	sou shou shuu shu
謆	sen
謇	ken
謊	kou
謋	kaku keki kyaku toku doku ketsu
謌	ka
謎	mei
謐	hitsu bitsu
謑	kei gei ka ke
謔	gyaku kyaku
謖	shoku shuku
謗	bou hou
謙	ken
謚	shi
講	kou
謜	gen gan sen
謝	sha ja
謞	kaku kou kyou
謟	tou
謠	you
謡	you
謦	kei
謨	bo mo
謫	taku chaku
謬	byou byuu myuu
謭	sei sen
謰	ren
謳	ou u
謷	gyou gou gyuu ku
謹	kin
謼	ko ku kou kyou
謾	ban man
譁	ka ga ke
譂	sen
譃	ku
譄	sou
譅	shuu dou nou
譆	ki i
譈	tai zui
證	shou
譌	ka ga
譍	you ou
譎	kitsu ketsu
譏	ki
譒	ha
譓	kei e
譔	sen zen
譖	shin sen
識	shiki shoku shi
譙	shou jou sui zui
譚	tan dan
譛	shin sen
譜	fu ho
譞	ken
譟	sou
譣	sen ken gen
警	kei kyou
譫	sen tou
譬	hi
譭	ki
譯	yaku eki
議	gi
譱	zen
譲	jou
譴	ken
譶	tou dou chyuu ju
護	go ko
譸	chuu chu ju
譹	kou
譼	kan
譽	yo
譾	sen
讀	toku tou doku
讁	taku chaku
讃	san
讄	ru i
讅	shin
讆	ei e
變	hen
讋	shou tou dou
讌	en
讍	gaku
讎	shuu
讏	ei e
讐	shuu
讒	san zan
讓	jou
讔	in on
讕	ran
讖	shin
讙	kan ken
讚	san
讜	tou
讞	getsu gechi gen
讟	toku doku tou
讬	taku
谷	koku yoku
谸	sen
谹	kou ou
谺	ka
谽	kan kon ken
谾	kou ku rou ru
谿	kei kai
豁	katsu
豅	rou ru
豆	tou zu
豇	kou
豈	ki gai kai
豉	shi ji
豊	hou fuu
豋	tou
豌	en wan
豎	ju
豏	kan gen
豐	hou fuu
豑	chitsu juchi
豓	en
豔	en
豕	shi
豗	ka
豘	ton
豙	gi
豚	ton
豛	eki yaku
豜	ken gen
豝	ha he
象	shou zou
豢	ken kan
豣	ken gen
豤	kon ken
豦	kyo go
豨	ki ke
豩	hin kan ken
豪	gou kou
豫	yo sha sho
豬	cho
豭	ka ke
豳	hin han hen
豵	sou su shou shu
豶	fun bun
豸	chi tai
豹	hou hyou
豺	sai
豻	kan gan
豼	hi
豾	hi
貂	chou
貅	kyuu
貆	kan gan ken
貇	kon ken
貉	kaku haku
貊	haku baku myaku
貋	kan
貌	bou baku
貍	ri
貎	gei
貐	yu i
貒	tan
貓	byou
貔	hi
貘	baku myaku
貙	chu cho
貛	kan ken gen
貜	kyaku kaku keki ku
貝	bai hai
貞	tei jou
負	fu bu
財	zai sai
貢	kou ku
貤	i shi ji
貧	hin bin
貨	ka
販	han
貪	don ton
貫	kan wan
責	seki sai
貭	shitsu shichi chi
貮	ni ji
貯	cho
貰	sei sha
貲	shi
貳	ni ji
貴	ki
貶	hen
買	bai
貸	tai toku
貹	sei shou
貺	kyou kou
費	hi futsu
貼	ten chou
貽	i
貿	bou mo
賀	ga ka
賁	hi fun hon
賂	ro
賃	chin jin
賄	wai kai
賅	kai gai
賆	hen ben hei hiyou
資	shi
賈	ko
賉	shutsu shuchi sotsu sochi jutsu
賊	zoku
賋	kou
賍	sou zou
賎	sen zen
賏	ei you ou
賑	shin
賒	sha
賓	hin
賔	hin
賕	kyuu ku
賖	sha
賙	shuu shu
賚	rai
賛	san
賜	shi
賝	chin
賞	shou
賠	bai hai
賡	shoku zoku kou kyou
賢	ken
賣	bai mai
賤	sen zen
賦	fu
賨	sou zu
質	shitsu shichi
賬	chou
賭	to
賯	kei
賰	shun chun
賲	hou
賴	rai
賵	fuu fu bou
賷	sei shi sai
賸	you shou jou
賺	tan
賻	fu
購	kou
賽	sai
賾	saku jaku
賿	rou ryou
贁	hai
贃	wan
贄	shi
贅	zei sei
贇	in
贈	zou sou
贉	tan don
贊	san
贋	gan
贍	sen zen
贏	ei
贐	shin jin
贒	ken
贓	zou sou
贔	hi
贖	shoku
贗	ken gan gen
贛	kou ku kan kon
贜	zou sou
赑	hi
赟	in
赤	seki shaku
赥	keki kyaku koki
赦	sha
赧	tan dan
赩	kyoku koku kaku kyaku
赫	kaku
赬	tei chou
赭	sha
赮	ka ge
走	sou shu
赱	sou shu
